FPS, FrameTime, Latency
121.55, 8.23, 34.00
99.58, 10.04, 34.00
101.41, 9.86, 34.00
111.87, 8.94, 34.00
107.52, 9.30, 34.00
81.09, 12.33, 34.00
251.73, 3.97, 34.00
93.40, 10.71, 34.00
128.18, 7.80, 34.00
105.78, 9.45, 34.00
122.21, 8.18, 34.00
114.34, 8.75, 34.00
117.91, 8.48, 34.00
112.74, 8.87, 34.00
138.50, 7.22, 34.00
153.10, 6.53, 34.00
130.11, 7.69, 34.00
134.54, 7.43, 34.00
175.68, 5.69, 34.00
106.01, 9.43, 34.00
102.27, 9.78, 34.00
122.74, 8.15, 34.00
153.13, 6.53, 34.00
144.93, 6.90, 34.00
119.11, 8.40, 34.00
89.31, 11.20, 34.00
155.81, 6.42, 34.00
109.02, 9.17, 34.00
124.55, 8.03, 34.00
122.32, 8.18, 34.00
128.72, 7.77, 34.00
106.44, 9.39, 34.00
128.02, 7.81, 34.00
111.50, 8.97, 34.00
110.91, 9.02, 34.00
98.72, 10.13, 34.00
107.51, 9.30, 34.00
168.15, 5.95, 34.00
84.17, 11.88, 34.00
121.92, 8.20, 34.00
132.20, 7.56, 34.00
109.78, 9.11, 34.00
135.12, 7.40, 34.00
117.43, 8.52, 34.00
84.08, 11.89, 34.00
84.75, 11.80, 34.00
73.93, 13.53, 34.00
95.80, 10.44, 34.00
133.09, 7.51, 34.00
107.41, 9.31, 34.00
93.29, 10.72, 34.00
162.66, 6.15, 34.00
119.62, 8.36, 34.00
107.26, 9.32, 34.00
141.74, 7.06, 34.00
113.74, 8.79, 34.00
107.43, 9.31, 34.00
91.68, 10.91, 34.00
119.50, 8.37, 34.00
119.24, 8.39, 34.00
105.14, 9.51, 34.00
142.37, 7.02, 34.00
141.17, 7.08, 34.00
130.13, 7.68, 34.00
100.26, 9.97, 34.00
137.24, 7.29, 34.00
91.46, 10.93, 34.00
82.44, 12.13, 34.00
115.66, 8.65, 34.00
80.75, 12.38, 34.00
100.79, 9.92, 34.00
87.41, 11.44, 34.00
83.46, 11.98, 34.00
83.00, 12.05, 34.00
117.97, 8.48, 34.00
87.61, 11.41, 34.00
117.80, 8.49, 34.00
72.30, 13.83, 34.00
116.99, 8.55, 34.00
97.25, 10.28, 34.00
186.71, 5.36, 34.00
87.16, 11.47, 34.00
105.14, 9.51, 34.00
115.95, 8.62, 34.00
129.07, 7.75, 34.00
138.11, 7.24, 34.00
163.07, 6.13, 34.00
127.96, 7.81, 34.00
165.38, 6.05, 34.00
107.37, 9.31, 34.00
127.75, 7.83, 34.00
117.05, 8.54, 34.00
